age,sex,marital,income,degree,happy,health
38.0,female,divorced,66248,high school,pretty happy,unanswered
70.0,female,married,44165,high school,very happy,excellent
54.0,male,married,66248,high school,pretty happy,unanswered
37.0,female,divorced,44165,high school,pretty happy,fair
65.0,male,never married,15056,graduate,pretty happy,unanswered
20.0,female,married,13049,high school,very happy,fair
43.0,female,married,54202,less than high school,pretty happy,good
48.0,female,never married,30112,high school,pretty happy,good
59.0,male,divorced,22082,high school,not too happy,unanswered
43.0,male,never married,54202,high school,not too happy,unanswered
81.0,female,never married,4416,high school,pretty happy,excellent
67.0,male,married,152927,bachelor's,pretty happy,good
56.0,female,divorced,36135,high school,pretty happy,good
65.0,female,married,54202,associate/junior college,pretty happy,good
21.0,female,never married,11041,high school,pretty happy,unanswered
59.0,female,married,80300,associate/junior college,very happy,good
54.0,female,never married,402,high school,very happy,poor
62.0,female,widowed,26098,high school,not too happy,unanswered
49.0,female,divorced,5220,high school,pretty happy,fair
47.0,male,never married,9034,high school,pretty happy,excellent
50.0,male,never married,,high school,pretty happy,good
51.0,female,divorced,2810,high school,pretty happy,poor
54.0,male,divorced,4416,high school,pretty happy,unanswered
89.0,female,widowed,9034,less than high school,pretty happy,unanswered
21.0,male,never married,4416,high school,pretty happy,good
45.0,male,never married,13049,high school,pretty happy,unanswered
62.0,male,divorced,80300,bachelor's,pretty happy,unanswered
21.0,female,never married,,associate/junior college,not too happy,fair
70.0,female,married,54202,high school,pretty happy,good
28.0,male,married,,bachelor's,pretty happy,unanswered
44.0,female,divorced,26098,bachelor's,pretty happy,good
33.0,male,never married,26098,less than high school,pretty happy,unanswered
25.0,female,separated,9034,less than high school,not too happy,fair
26.0,male,never married,26098,high school,not too happy,excellent
28.0,female,separated,54202,high school,very happy,excellent
29.0,male,married,7227,high school,very happy,unanswered
62.0,male,married,9034,high school,pretty happy,unanswered
86.0,male,divorced,26098,bachelor's,pretty happy,excellent
43.0,female,never married,36135,less than high school,pretty happy,fair
34.0,female,never married,9034,high school,not too happy,fair
45.0,male,married,66248,high school,pretty happy,good
22.0,male,never married,66248,high school,pretty happy,excellent
37.0,male,married,22082,high school,very happy,unanswered
29.0,female,never married,15056,bachelor's,pretty happy,excellent
37.0,female,never married,19071,high school,pretty happy,good
37.0,female,married,19071,high school,pretty happy,fair
69.0,female,divorced,96360,bachelor's,pretty happy,unanswered
56.0,male,married,80300,high school,very happy,excellent
37.0,female,never married,36135,high school,pretty happy,unanswered
35.0,female,married,26098,less than high school,very happy,fair
26.0,female,never married,9034,high school,pretty happy,unanswered
38.0,female,never married,7227,high school,pretty happy,fair
52.0,female,separated,44165,high school,pretty happy,unanswered
54.0,male,never married,26098,less than high school,pretty happy,fair
23.0,male,never married,17064,high school,pretty happy,good
21.0,female,never married,17064,high school,very happy,unanswered
50.0,female,separated,44165,high school,pretty happy,unanswered
48.0,female,married,54202,high school,very happy,unanswered
56.0,female,never married,19071,high school,very happy,unanswered
59.0,male,married,44165,high school,not too happy,poor
74.0,female,married,80300,bachelor's,pretty happy,good
27.0,female,married,66248,high school,pretty happy,unanswered
33.0,male,never married,80300,bachelor's,pretty happy,excellent
60.0,female,married,80300,graduate,very happy,fair
51.0,male,married,96360,bachelor's,very happy,unanswered
52.0,female,widowed,,less than high school,very happy,unanswered
41.0,male,never married,,high school,very happy,excellent
32.0,female,married,,high school,pretty happy,fair
57.0,male,divorced,30112,bachelor's,very happy,unanswered
59.0,male,married,36135,less than high school,very happy,good
77.0,female,widowed,80300,high school,pretty happy,unanswered
81.0,female,widowed,,less than high school,pretty happy,excellent
33.0,female,married,19071,less than high school,pretty happy,unanswered
43.0,female,married,152927,bachelor's,very happy,good
65.0,female,divorced,22082,high school,pretty happy,good
44.0,female,married,152927,bachelor's,pretty happy,unanswered
61.0,female,married,66248,graduate,pretty happy,good
33.0,male,never married,26098,bachelor's,pretty happy,good
46.0,male,married,112420,graduate,pretty happy,unanswered
27.0,female,married,112420,graduate,pretty happy,excellent
42.0,female,married,152927,graduate,not too happy,excellent
46.0,female,married,112420,bachelor's,pretty happy,fair
61.0,male,divorced,80300,high school,not too happy,poor
71.0,female,married,66248,high school,pretty happy,poor
40.0,male,never married,54202,high school,pretty happy,fair
47.0,female,married,96360,graduate,pretty happy,unanswered
66.0,female,married,54202,bachelor's,pretty happy,good
46.0,male,married,152927,high school,very happy,excellent
35.0,male,never married,,high school,pretty happy,fair
53.0,male,married,44165,high school,pretty happy,excellent
31.0,male,married,54202,graduate,pretty happy,unanswered
23.0,female,married,36135,high school,pretty happy,good
67.0,male,married,17064,less than high school,very happy,unanswered
30.0,female,married,26098,high school,pretty happy,fair
62.0,male,married,96360,graduate,pretty happy,good
62.0,female,divorced,44165,bachelor's,pretty happy,good
45.0,male,married,152927,high school,very happy,unanswered
20.0,female,never married,,high school,pretty happy,unanswered
31.0,female,never married,15056,less than high school,not too happy,fair
60.0,male,married,30112,high school,very happy,good
35.0,female,married,54202,high school,pretty happy,unanswered
20.0,female,never married,96360,high school,pretty happy,excellent
33.0,female,married,36135,high school,very happy,good
33.0,male,never married,17064,less than high school,not too happy,unanswered
19.0,male,never married,,high school,pretty happy,good
39.0,male,married,152927,associate/junior college,very happy,excellent
21.0,female,never married,7227,high school,pretty happy,unanswered
23.0,female,never married,2810,less than high school,pretty happy,good
23.0,female,separated,,high school,pretty happy,unanswered
63.0,female,never married,13049,high school,very happy,fair
31.0,female,married,44165,high school,very happy,excellent
86.0,female,widowed,17064,high school,very happy,unanswered
25.0,male,never married,80300,high school,pretty happy,excellent
61.0,male,married,54202,bachelor's,pretty happy,good
63.0,female,married,152927,bachelor's,pretty happy,unanswered
39.0,male,married,152927,bachelor's,very happy,unanswered
61.0,male,married,,high school,not too happy,unanswered
47.0,female,married,152927,graduate,pretty happy,excellent
50.0,female,married,80300,high school,pretty happy,unanswered
37.0,female,married,152927,bachelor's,pretty happy,excellent
50.0,female,married,54202,associate/junior college,not too happy,unanswered
50.0,male,divorced,44165,graduate,not too happy,good
25.0,female,married,26098,less than high school,very happy,excellent
40.0,male,divorced,11041,less than high school,pretty happy,unanswered
56.0,female,never married,9034,less than high school,not too happy,poor
49.0,male,married,112420,high school,pretty happy,good
68.0,male,married,66248,bachelor's,pretty happy,unanswered
53.0,male,divorced,112420,associate/junior college,pretty happy,good
59.0,female,divorced,152927,high school,very happy,unanswered
66.0,female,married,19071,high school,very happy,good
59.0,male,married,152927,high school,pretty happy,unanswered
49.0,female,never married,,graduate,not too happy,good
70.0,male,divorced,54202,bachelor's,pretty happy,good
53.0,female,married,152927,bachelor's,pretty happy,excellent
31.0,female,never married,36135,high school,pretty happy,unanswered
36.0,female,married,36135,high school,very happy,excellent
84.0,male,widowed,36135,graduate,not too happy,unanswered
62.0,female,married,66248,bachelor's,pretty happy,excellent
71.0,male,married,66248,less than high school,very happy,unanswered
41.0,female,married,36135,high school,pretty happy,unanswered
56.0,female,divorced,19071,high school,pretty happy,excellent
44.0,male,married,112420,graduate,pretty happy,good
89.0,female,widowed,22082,high school,pretty happy,good
26.0,female,never married,54202,high school,pretty happy,excellent
39.0,male,married,96360,bachelor's,pretty happy,unanswered
41.0,female,married,152927,graduate,very happy,unanswered
25.0,male,never married,22082,high school,pretty happy,unanswered
64.0,male,never married,4416,associate/junior college,not too happy,excellent
55.0,female,married,80300,bachelor's,pretty happy,good
21.0,female,never married,19071,high school,pretty happy,unanswered
21.0,male,never married,9034,high school,not too happy,excellent
41.0,female,divorced,22082,high school,not too happy,poor
51.0,female,married,80300,graduate,very happy,good
44.0,male,married,152927,bachelor's,pretty happy,unanswered
35.0,male,married,44165,high school,very happy,good
47.0,female,never married,13049,associate/junior college,pretty happy,unanswered
41.0,female,divorced,17064,high school,pretty happy,unanswered
65.0,male,married,152927,graduate,very happy,unanswered
34.0,male,married,44165,graduate,very happy,excellent
26.0,female,never married,13049,high school,pretty happy,fair
41.0,female,married,152927,graduate,very happy,unanswered
39.0,female,divorced,44165,bachelor's,pretty happy,fair
66.0,female,married,,bachelor's,very happy,excellent
32.0,female,married,96360,bachelor's,very happy,excellent
56.0,female,married,,high school,very happy,unanswered
43.0,female,married,,bachelor's,pretty happy,excellent
48.0,male,married,152927,bachelor's,pretty happy,good
29.0,female,separated,,less than high school,not too happy,unanswered
33.0,male,never married,66248,high school,not too happy,fair
54.0,male,married,,graduate,not too happy,excellent
24.0,male,never married,,high school,pretty happy,unanswered
47.0,male,married,54202,bachelor's,not too happy,good
54.0,male,married,22082,less than high school,pretty happy,good
29.0,female,married,17064,high school,pretty happy,good
37.0,female,never married,36135,bachelor's,pretty happy,unanswered
43.0,male,separated,17064,less than high school,very happy,good
29.0,female,married,,less than high school,pretty happy,unanswered
